policy,rerank,avatar_id,taste,activity,conformity,diversity,page,recommended,watched,rating,feeling,ground_truth
MultVAE,Prefer,140, I have a preference for horror and thriller movies.|  I also appreciate musicals and science fiction movies.,자주봄,균형형,균형형,2,"['Psycho (1960)', 'Metropolis (1926)', 'Blade Runner (1982)', 'Creepshow (1982)']","['Psycho (1960)', 'Metropolis (1926)', 'Blade Runner (1982)']","[4, 5, 5]","['A gripping and suspenseful experience that kept me on edge.  ', 'A visually stunning and thought-provoking masterpiece that captivated me.  ', 'An incredible exploration of humanity and technology that left a lasting impression.  ']","['Psycho (1960)', 'Blade Runner (1982)']"
MultVAE,Prefer,140, I have a preference for horror and thriller movies.|  I also appreciate musicals and science fiction movies.,자주봄,균형형,균형형,3,"['Who Framed Roger Rabbit? (1988)', 'American Beauty (1999)', 'Phantasm (1979)', 'Close Encounters of the Third Kind (1977)']","['Who Framed Roger Rabbit? (1988)', 'Close Encounters of the Third Kind (1977)']","[4, 5]","['I enjoyed the clever blend of animation and live-action, making it a delightful watch.', ""The film's captivating story and stunning visuals left a lasting impression on me.""]","['American Beauty (1999)', 'Close Encounters of the Third Kind (1977)']"
MultVAE,Prefer,141, Classic Film Enthusiast|  Eclectic Cinema Lover,가끔봄,독립형,탐험형,1,"['Alien (1979)', 'Back to the Future (1985)', 'Blade Runner (1982)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Alien (1979)', 'Back to the Future (1985)', 'Blade Runner (1982)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","[4, 5, 4, 5]","['The suspense and atmosphere kept me on the edge of my seat.', 'The clever plot and nostalgic charm made it an unforgettable experience.', 'Its deep themes and stunning visuals left a lasting impression.', 'The epic conclusion and emotional moments resonated with me profoundly.']",[]
MultVAE,Prefer,141, Classic Film Enthusiast|  Eclectic Cinema Lover,가끔봄,독립형,탐험형,2,"['E.T. the Extra-Terrestrial (1982)', 'Godfather: Part II, The (1974)', 'Ghostbusters (1984)', 'Amadeus (1984)']","['E.T. the Extra-Terrestrial (1982)', 'Amadeus (1984)']","[5, 4]","['I was deeply moved by the emotional connection between the boy and E.T.', 'The exploration of jealousy and genius captivated me, though it felt a bit heavy at times.']",[]
MultVAE,Prefer,141, Classic Film Enthusiast|  Eclectic Cinema Lover,가끔봄,독립형,탐험형,3,"['Young Frankenstein (1974)', 'Psycho (1960)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)', 'Chinatown (1974)']","['Young Frankenstein (1974)', 'Psycho (1960)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)', 'Chinatown (1974)']","[4, 5, 5, 4]","['I found it delightfully funny and a clever homage to the original story.', 'The suspense and psychological depth left me captivated and on edge.', 'The satire was brilliantly executed, making me reflect on the absurdity of war.', 'The intricate plot and atmosphere drew me in, showcasing classic noir elements beautifully.']",[]
MultVAE,Prefer,141, Classic Film Enthusiast|  Eclectic Cinema Lover,가끔봄,독립형,탐험형,4,"['Who Framed Roger Rabbit? (1988)', 'Clockwork Orange, A (1971)', '2001: A Space Odyssey (1968)', 'Maltese Falcon, The (1941)']","['Who Framed Roger Rabbit? (1988)', 'Clockwork Orange, A (1971)', '2001: A Space Odyssey (1968)', 'Maltese Falcon, The (1941)']","[4, 5, 5, 4]","['It was a delightful blend of humor and mystery that kept me entertained.', 'It was a haunting and thought-provoking experience that left a lasting impression.', 'It was a visually stunning and intellectually stimulating journey that expanded my perspective on existence.', 'It was a captivating mystery with a classic noir feel that I thoroughly enjoyed.']",[]
MultVAE,Prefer,142, Classic Comedy|  Adventure Thriller,가끔봄,균형형,취향형,1,"['American Beauty (1999)', 'Back to the Future (1985)', 'Star Wars: Episode IV - A New Hope (1977)', 'Shakespeare in Love (1998)']","['Back to the Future', 'Star Wars: Episode IV - A New Hope', 'Shakespeare in Love']","[4, 5, 4]","['I found it delightfully clever and entertaining.', 'It was an epic adventure that captivated me completely.', 'I enjoyed the witty dialogue and romantic storyline.']",[]
MultVAE,Prefer,143, Thrilling and intense|  Dark and thought-provoking,가끔봄,독립형,취향형,1,"['American Beauty (1999)', 'Sixth Sense, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)', 'Blair Witch Project, The (1999)']","['American Beauty', 'Sixth Sense, The']","[5, 4]","['This film resonated deeply with me, leaving a lasting impression.', 'The suspense and twist were captivating, making it a memorable experience.']",['American Beauty (1999)']
MultVAE,Prefer,144," I have a preference for classic and iconic films.|  I appreciate a mix of drama, comedy, and science fiction.",많이봄,균형형,탐험형,1,"['Dracula (1931)', 'Edward Scissorhands (1990)', 'Clueless (1995)', 'Young Frankenstein (1974)']","['Edward Scissorhands', 'Young Frankenstein']","[4, 5]","['I found it beautifully touching and imaginative.  ', 'I thoroughly enjoyed its clever humor and unique take on the classic story.  ']","['Edward Scissorhands (1990)', 'Clueless (1995)', 'Young Frankenstein (1974)']"
MultVAE,Prefer,144," I have a preference for classic and iconic films.|  I appreciate a mix of drama, comedy, and science fiction.",많이봄,균형형,탐험형,2,"['Butch Cassidy and the Sundance Kid (1969)', 'Barefoot in the Park (1967)', 'Exorcist, The (1973)', 'Nightmare Before Christmas, The (1993)']","['Butch Cassidy and the Sundance Kid', 'Nightmare Before Christmas, The']","[4, 5]","['I found it to be an engaging and entertaining classic with memorable characters.  ', 'I loved its creativity and whimsical charm, making it a delightful watch.']","['Butch Cassidy and the Sundance Kid (1969)', 'Barefoot in the Park (1967)', 'Nightmare Before Christmas, The (1993)']"
MultVAE,Prefer,144," I have a preference for classic and iconic films.|  I appreciate a mix of drama, comedy, and science fiction.",많이봄,균형형,탐험형,3,"['His Girl Friday (1940)', 'It Happened One Night (1934)', 'Trouble with Harry, The (1955)', 'Meet Me in St. Louis (1944)']","['His Girl Friday', 'It Happened One Night']","[4, 5]","['I thoroughly enjoyed the witty banter and fast-paced storytelling.  ', 'The charming romance and humor captivated me completely.  ']","['His Girl Friday (1940)', 'It Happened One Night (1934)', 'Trouble with Harry, The (1955)']"
MultVAE,Prefer,144," I have a preference for classic and iconic films.|  I appreciate a mix of drama, comedy, and science fiction.",많이봄,균형형,탐험형,4,"['Spellbound (1945)', 'Frankenstein (1931)', 'Bell, Book and Candle (1958)', 'My Man Godfrey (1957)']","['Spellbound', 'Bell, Book and Candle', 'My Man Godfrey']","[4, 5, 4]","['I found the psychological tension and romance captivating.', 'The quirky charm and romance made it a delightful watch.', 'The humor and unexpected chaos were thoroughly enjoyable.']","['Spellbound (1945)', 'Bell, Book and Candle (1958)', 'My Man Godfrey (1957)']"
MultVAE,Prefer,145, Action and Adventure|  Animated and Family-Friendly,가끔봄,독립형,탐험형,1,"['Never Been Kissed (1999)', 'Runaway Bride (1999)', 'Bowfinger (1999)', 'Mulan (1998)']",['Mulan'],[5],['I felt inspired and captivated by the bravery and determination of the protagonist.  '],['Mulan (1998)']
MultVAE,Prefer,146, Action-packed|  Mystery and Suspense,가끔봄,균형형,균형형,1,"['Saving Private Ryan (1998)', 'American Beauty (1999)', 'Total Recall (1990)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Saving Private Ryan', 'American Beauty', 'Total Recall', 'Star Wars: Episode VI - Return of the Jedi']","[5, 4, 4, 5]","['An unforgettable and powerful portrayal of sacrifice and heroism.  ', ""A thought-provoking exploration of life's complexities and personal freedom.  "", 'A thrilling ride that kept me guessing with its mind-bending twists.  ', 'A spectacular conclusion to an epic saga that left me exhilarated.  ']",[]
MultVAE,Prefer,146, Action-packed|  Mystery and Suspense,가끔봄,균형형,균형형,2,"['Fargo (1996)', 'Terminator 2: Judgment Day (1991)', 'Raiders of the Lost Ark (1981)', 'Men in Black (1997)']","['Terminator 2: Judgment Day', 'Raiders of the Lost Ark']","[5, 4]","['I was thrilled by the intense action and captivating storyline.', ""I enjoyed the adventurous spirit and engaging plot, though it wasn't as impactful as the first.""]",['Raiders of the Lost Ark (1981)']
MultVAE,Prefer,147, Action-packed and adventurous|  Classic and timeless,가끔봄,균형형,취향형,1,"['American Beauty (1999)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Silence of the Lambs, The (1991)', 'Godfather, The (1972)']","['Star Wars: Episode VI - Return of the Jedi', 'Godfather, The']","[5, 4]","['I was thrilled by the epic battles and character arcs.', 'I appreciated the depth of the story and the iconic performances.']",['Star Wars: Episode VI - Return of the Jedi (1983)']
MultVAE,Prefer,148, Classic and Timeless|  Diverse and Engaging,가끔봄,균형형,탐험형,1,"['Silence of the Lambs, The (1991)', 'Godfather: Part II, The (1974)', 'Apocalypse Now (1979)', ""One Flew Over the Cuckoo's Nest (1975)""]","['Silence of the Lambs, The (1991)', 'Godfather: Part II, The (1974)', 'Apocalypse Now (1979)', ""One Flew Over the Cuckoo's Nest (1975)""]","[5, 5, 4, 5]","['A masterful blend of suspense and psychological depth that left me captivated.', 'A profound exploration of family and power that resonated deeply with me.', 'A haunting journey that challenged my perceptions, though it was a bit overwhelming at times.', 'An inspiring tale of rebellion and humanity that struck a powerful chord within me.']",[]
MultVAE,Prefer,148, Classic and Timeless|  Diverse and Engaging,가끔봄,균형형,탐험형,2,"[""Schindler's List (1993)"", 'Godfather, The (1972)', 'GoodFellas (1990)', 'Casablanca (1942)']","[""Schindler's List (1993)"", 'Godfather, The (1972)', 'GoodFellas (1990)', 'Casablanca (1942)']","[5, 5, 4, 4]","['A profoundly moving experience that left a lasting impact.  ', 'A masterful portrayal of power and loyalty that captivated me.  ', 'A gripping tale of crime and betrayal that kept me engaged.  ', 'A beautifully crafted story of love and sacrifice that resonated deeply.  ']",[]
MultVAE,Prefer,148, Classic and Timeless|  Diverse and Engaging,가끔봄,균형형,탐험형,3,"['Die Hard (1988)', 'Chinatown (1974)', 'Blood Simple (1984)', 'French Connection, The (1971)']","['Chinatown (1974)', 'Blood Simple (1984)', 'French Connection, The (1971)']","[5, 4, 5]","['It captivated me with its intricate plot and intense atmosphere.  ', 'The suspenseful narrative kept me engaged, though it was slightly less impactful than I expected.  ', 'The relentless pursuit and gritty realism left a strong impression on me.  ']",[]
MultVAE,Prefer,149, Action and Adventure|  Comedy and Drama,자주봄,동조형,탐험형,1,"['American Beauty (1999)', 'Usual Suspects, The (1995)', 'Fugitive, The (1993)', 'Godfather, The (1972)']","['Usual Suspects, The', 'Fugitive, The', 'Godfather, The']","[4, 5, 5]","['The intricate plot kept me on the edge of my seat, making it a captivating watch.', 'The intense chase and gripping narrative made it an exhilarating experience.', 'The masterful storytelling and character depth left a lasting impression on me.']","['American Beauty (1999)', 'Usual Suspects, The (1995)']"
MultVAE,Prefer,149, Action and Adventure|  Comedy and Drama,자주봄,동조형,탐험형,2,"['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Good Will Hunting (1997)', 'Jerry Maguire (1996)', 'When Harry Met Sally... (1989)']","['Star Wars: Episode V - The Empire Strikes Back', 'Good Will Hunting', 'When Harry Met Sally...']","[5, 4, 4]","['An exhilarating adventure that captivated me from start to finish.', 'A touching and inspiring story that made me reflect on personal growth and relationships.', 'A delightful exploration of love and friendship that left me smiling.']","['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Good Will Hunting (1997)', 'When Harry Met Sally... (1989)']"
MultVAE,Prefer,149, Action and Adventure|  Comedy and Drama,자주봄,동조형,탐험형,3,"[""Ferris Bueller's Day Off (1986)"", 'Sixth Sense, The (1999)', 'Casablanca (1942)', 'Godfather: Part II, The (1974)']","[""Ferris Bueller's Day Off"", 'Casablanca', 'Godfather: Part II, The']","[4, 5, 5]","['I found it to be a delightful and entertaining experience that made me laugh.', 'The emotional depth and classic romance captivated me completely.', 'The intricate storytelling and powerful performances left a lasting impression on me.']","[""Ferris Bueller's Day Off (1986)""]"
MultVAE,Prefer,150, I have a preference for classic and iconic films.|  I am drawn to a mix of drama and suspense genres.,많이봄,균형형,탐험형,1,"['Hunt for Red October, The (1990)', 'Forrest Gump (1994)', 'Austin Powers: International Man of Mystery (1997)', 'Three Kings (1999)']","['Hunt for Red October, The (1990)', 'Forrest Gump (1994)', 'Three Kings (1999)']","[5, 4, 4]","['The intense suspense kept me on the edge of my seat throughout the film.  ', 'The emotional journey was touching and beautifully crafted, leaving a lasting impression.  ', 'The blend of action and drama made for a compelling and thought-provoking experience.  ']","['Hunt for Red October, The (1990)', 'Forrest Gump (1994)', 'Three Kings (1999)']"
MultVAE,Prefer,150, I have a preference for classic and iconic films.|  I am drawn to a mix of drama and suspense genres.,많이봄,균형형,탐험형,2,"['Leaving Las Vegas (1995)', 'Total Recall (1990)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Men in Black (1997)']","['Total Recall (1990)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Men in Black (1997)']","[5, 5, 4]","['The thrilling twists and action kept me on the edge of my seat!', 'A classic that delivered an epic adventure and unforgettable moments!', 'A fun and entertaining ride with great action and humor!']","['Total Recall (1990)', 'Men in Black (1997)']"
MultVAE,Prefer,150, I have a preference for classic and iconic films.|  I am drawn to a mix of drama and suspense genres.,많이봄,균형형,탐험형,3,"['Matrix, The (1999)', 'Lethal Weapon (1987)', 'Braveheart (1995)', 'Princess Bride, The (1987)']","['Matrix, The (1999)', 'Lethal Weapon (1987)', 'Braveheart (1995)', 'Princess Bride, The (1987)']","[5, 4, 5, 4]","['I was captivated by the innovative storytelling and action sequences.', 'The chemistry between the leads made for an entertaining watch, though it felt a bit formulaic.', 'The epic scale and emotional depth left a lasting impression on me.', 'A delightful mix of adventure and romance that warmed my heart, though it was slightly whimsical for my usual taste.']","['Matrix, The (1999)', 'Braveheart (1995)']"
MultVAE,Prefer,151, Quirky and offbeat|  Romantic and feel-good,가끔봄,균형형,취향형,1,"['Forrest Gump (1994)', 'Groundhog Day (1993)', ""You've Got Mail (1998)"", 'American Beauty (1999)']","['Forrest Gump', 'Groundhog Day', ""You've Got Mail""]","[5, 4, 4]","['This film was an emotional journey that left me inspired and uplifted.', 'I enjoyed the clever humor and the heartwarming message about life and love.', 'It was a delightful romantic comedy that made me smile and feel warm inside.']","['Groundhog Day (1993)', 'American Beauty (1999)']"
MultVAE,Prefer,151, Quirky and offbeat|  Romantic and feel-good,가끔봄,균형형,취향형,2,"['Shakespeare in Love (1998)', 'Saving Private Ryan (1998)', 'Shawshank Redemption, The (1994)', 'Babe (1995)']",['Shakespeare in Love'],[5],['I was enchanted by the romance and creativity in the film.'],['Shakespeare in Love (1998)']
MultVAE,Prefer,152, Animated Adventure|  Classic Comedy,가끔봄,균형형,탐험형,1,"['Gladiator (2000)', 'American Beauty (1999)', 'American Pie (1999)', 'Bowfinger (1999)']",[],[],[],[]
MultVAE,Prefer,153, I enjoy a mix of drama and comedy movies.|  I have a preference for action and thriller movies.,가끔봄,균형형,취향형,1,"[""My Best Friend's Wedding (1997)"", 'Jerry Maguire (1996)', 'Pretty Woman (1990)', 'While You Were Sleeping (1995)']","[""My Best Friend's Wedding"", 'Pretty Woman', 'While You Were Sleeping']","[4, 5, 4]","['I found it charming and relatable, with a delightful mix of humor and emotion.  ', 'It was a classic romantic comedy that exceeded my expectations and left me feeling uplifted.  ', 'The storyline was engaging and heartwarming, making it a pleasant watch.  ']","[""My Best Friend's Wedding (1997)"", 'Jerry Maguire (1996)', 'Pretty Woman (1990)', 'While You Were Sleeping (1995)']"
MultVAE,Prefer,154, Action-packed|  Classic Comedy,자주봄,균형형,탐험형,1,"['Blade Runner (1982)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)', 'Fargo (1996)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Blade Runner (1982)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)', 'Fargo (1996)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","[5, 4, 4, 5]","['A mesmerizing experience that left me contemplating the nature of humanity.  ', 'A brilliant satire that had me laughing while reflecting on the absurdity of war.  ', 'A gripping tale that expertly balanced dark humor with suspenseful twists.  ', 'An epic conclusion that delivered both excitement and emotional depth.  ']",['Blade Runner (1982)']
MultVAE,Prefer,154, Action-packed|  Classic Comedy,자주봄,균형형,탐험형,2,"['Silence of the Lambs, The (1991)', 'Terminator, The (1984)', 'Mad Max (1979)', 'American Beauty (1999)']","['Silence of the Lambs, The (1991)', 'Terminator, The (1984)', 'American Beauty (1999)']","[5, 4, 4]","['The film left me captivated and disturbed in the best way possible.', 'I found it thrilling and engaging, with a strong narrative that kept me on the edge of my seat.', 'It was a beautifully crafted film that made me reflect on life and societal expectations.']","['Terminator, The (1984)', 'Mad Max (1979)']"
MultVAE,Prefer,154, Action-packed|  Classic Comedy,자주봄,균형형,탐험형,3,"['Die Hard (1988)', 'Fugitive, The (1993)', 'Robocop (1987)', 'Back to the Future (1985)']","['Die Hard (1988)', 'Fugitive, The (1993)']","[5, 4]","['I was thrilled by the intense action and gripping storyline.  ', 'The suspense kept me engaged, and the plot was thought-provoking.  ']","['Die Hard (1988)', 'Back to the Future (1985)']"
MultVAE,Prefer,154, Action-packed|  Classic Comedy,자주봄,균형형,탐험형,4,"['Rear Window (1954)', 'Sixth Sense, The (1999)', 'Saving Private Ryan (1998)', 'Pulp Fiction (1994)']","['Rear Window (1954)', 'Sixth Sense, The (1999)', 'Saving Private Ryan (1998)', 'Pulp Fiction (1994)']","[5, 5, 5, 4]","['A masterclass in suspense that kept me on the edge of my seat.', 'A hauntingly beautiful story that left me deeply moved and reflective.', 'An emotionally gripping experience that portrayed the horrors of war with stunning realism.', 'A brilliantly crafted film with dark humor and intricate storytelling that I thoroughly enjoyed.']",['Saving Private Ryan (1998)']
MultVAE,Prefer,155, Comedy Lover|  Thriller Enthusiast,자주봄,균형형,탐험형,1,"['Blair Witch Project, The (1999)', 'Arachnophobia (1990)', 'Bowfinger (1999)', 'Big Daddy (1999)']","['Bowfinger', 'Big Daddy']","[4, 4]","['I found it hilariously clever and enjoyed the unique premise.', 'It was heartwarming and funny, with a great balance of humor and sentiment.']","['Blair Witch Project, The (1999)', 'Bowfinger (1999)', 'Big Daddy (1999)']"
MultVAE,Prefer,155, Comedy Lover|  Thriller Enthusiast,자주봄,균형형,탐험형,2,"[""Bug's Life, A (1998)"", 'Lake Placid (1999)', 'End of Days (1999)', 'Gone in 60 Seconds (2000)']","[""A Bug's Life"", 'Gone in 60 Seconds']","[4, 4]","['It was a delightful adventure with charming characters that kept me engaged.', 'The thrilling heist and fast-paced action made it an exhilarating watch.']",[]
MultVAE,Prefer,155, Comedy Lover|  Thriller Enthusiast,자주봄,균형형,탐험형,3,"['Stigmata (1999)', 'Erin Brockovich (2000)', 'Abyss, The (1989)', 'Deep Blue Sea (1999)']","['Erin Brockovich', 'Abyss, The']","[4, 4]","['I found it inspiring and engaging, with a strong performance that resonated with me.  ', 'The suspenseful underwater adventure kept me on the edge of my seat and was visually captivating.  ']",['Stigmata (1999)']
MultVAE,Prefer,156, I have a preference for emotional and impactful dramas.|  I enjoy classic and iconic films with a mix of drama and adventure.,가끔봄,균형형,취향형,1,"['English Patient, The (1996)', 'American Beauty (1999)', 'Being John Malkovich (1999)', 'All About My Mother (Todo Sobre Mi Madre) (1999)']","['English Patient, The (1996)', 'All About My Mother (Todo Sobre Mi Madre) (1999)']","[4, 5]","['A beautifully tragic love story that left a lasting impression.', 'A deeply moving exploration of grief and resilience that truly resonated with me.']","['English Patient, The (1996)']"
MultVAE,Prefer,157, Classic Film Enthusiast|  Animation and Family Movie Lover,자주봄,독립형,탐험형,1,"['Blazing Saddles (1974)', 'Day the Earth Stood Still, The (1951)', 'Honey, I Shrunk the Kids (1989)', ""Logan's Run (1976)""]","['Blazing Saddles', ""Logan's Run""]","[4, 3]","['I found it hilariously clever and enjoyed its satirical take on Westerns.  ', 'It was intriguing but felt a bit dated in its execution.  ']","['Day the Earth Stood Still, The (1951)']"
MultVAE,Prefer,157, Classic Film Enthusiast|  Animation and Family Movie Lover,자주봄,독립형,탐험형,2,"['Starman (1984)', '2001: A Space Odyssey (1968)', 'Star Trek III: The Search for Spock (1984)', 'Westworld (1973)']","['2001: A Space Odyssey', 'Star Trek III: The Search for Spock', 'Westworld']","[4, 4, 5]","[""The film's profound exploration of existence left me contemplating its themes long after watching."", 'The thrilling adventure and emotional stakes made for an engaging and memorable experience.', 'The unexpected twists and thrilling premise captivated me from start to finish.']","['2001: A Space Odyssey (1968)', 'Star Trek III: The Search for Spock (1984)']"
MultVAE,Prefer,157, Classic Film Enthusiast|  Animation and Family Movie Lover,자주봄,독립형,탐험형,3,"['Cocoon (1985)', 'Aliens (1986)', 'Chinatown (1974)', 'French Connection, The (1971)']","['Aliens', 'Chinatown', 'French Connection, The']","[5, 4, 4]","['The adrenaline rush and suspense kept me on the edge of my seat throughout the film.', 'The intricate plot and character depth made for a captivating and engaging experience.', 'The relentless action and gritty realism left a lasting impression on me.']","['Cocoon (1985)', 'Aliens (1986)', 'Chinatown (1974)', 'French Connection, The (1971)']"
MultVAE,Prefer,158, I enjoy a mix of drama and historical films.|  I have a preference for character-driven and emotionally impactful movies.,자주봄,동조형,균형형,1,"['American Beauty (1999)', 'Being John Malkovich (1999)', 'Saving Private Ryan (1998)', 'Fargo (1996)']","['American Beauty', 'Being John Malkovich', 'Saving Private Ryan', 'Fargo']","[4, 4, 5, 4]","['The film’s exploration of suburban life and personal liberation resonated deeply with me.', 'Its quirky narrative and thought-provoking themes made for a fascinating viewing experience.', 'The intense portrayal of war and sacrifice left a profound impact on me.', 'The blend of dark humor and crime made it an engaging and memorable film.']","['American Beauty (1999)', 'Saving Private Ryan (1998)', 'Fargo (1996)']"
MultVAE,Prefer,158, I enjoy a mix of drama and historical films.|  I have a preference for character-driven and emotionally impactful movies.,자주봄,동조형,균형형,2,"['Dead Man Walking (1995)', 'Crying Game, The (1992)', 'Boat, The (Das Boot) (1981)', 'Sweet Hereafter, The (1997)']","['Dead Man Walking', 'Crying Game, The', 'Boat, The (Das Boot)', 'Sweet Hereafter, The']","[4, 4, 5, 4]","[""The film's emotional depth and moral complexities left a lasting impression on me."", 'The unexpected twists and emotional weight made it a memorable experience.', 'Its intense portrayal of life during wartime was both gripping and thought-provoking.', 'The exploration of grief and justice was beautifully executed and resonated deeply with me.']","['Dead Man Walking (1995)', 'Crying Game, The (1992)']"
MultVAE,Prefer,158, I enjoy a mix of drama and historical films.|  I have a preference for character-driven and emotionally impactful movies.,자주봄,동조형,균형형,3,"['Shawshank Redemption, The (1994)', 'Secrets & Lies (1996)', 'Topsy-Turvy (1999)', 'Shine (1996)']","['Shawshank Redemption, The (1994)', 'Secrets & Lies (1996)', 'Shine (1996)']","[5, 4, 4]","['A powerful and uplifting story that left a lasting impression.', 'A poignant exploration of family that resonated deeply with me.', 'An inspiring tale of perseverance that moved me emotionally.']","['Shawshank Redemption, The (1994)', 'Secrets & Lies (1996)']"
MultVAE,Prefer,158, I enjoy a mix of drama and historical films.|  I have a preference for character-driven and emotionally impactful movies.,자주봄,동조형,균형형,4,"['Shakespeare in Love (1998)', 'Godfather, The (1972)', 'Lone Star (1996)', 'Three Colors: Red (1994)']","['Shakespeare in Love (1998)', 'Godfather, The (1972)', 'Lone Star (1996)', 'Three Colors: Red (1994)']","[4, 5, 4, 4]","['A delightful blend of romance and creativity that left me enchanted.', 'A masterful portrayal of power and loyalty that captivated me completely.', 'A gripping narrative that kept me engaged with its layers of mystery.', 'A beautifully crafted film that resonated with its profound themes of connection.']","['Shakespeare in Love (1998)', 'Godfather, The (1972)', 'Lone Star (1996)']"
MultVAE,Prefer,159, I have a preference for classic and iconic films.|  I lean towards a mix of action and drama genres.,자주봄,균형형,탐험형,1,"['Fargo (1996)', 'Groundhog Day (1993)', 'Three Kings (1999)', 'Shawshank Redemption, The (1994)']","['Fargo (1996)', 'Groundhog Day (1993)', 'Shawshank Redemption, The (1994)']","[4, 5, 5]","['The intricate plot and dark humor left me intrigued and entertained.', 'The clever storytelling and heartfelt moments made it a delightful experience.', 'The powerful themes of hope and friendship resonated deeply with me.']","['Fargo (1996)', 'Groundhog Day (1993)', 'Three Kings (1999)', 'Shawshank Redemption, The (1994)']"
MultVAE,Prefer,159, I have a preference for classic and iconic films.|  I lean towards a mix of action and drama genres.,자주봄,균형형,탐험형,2,"['Game, The (1997)', 'Jerry Maguire (1996)', 'Toy Story (1995)', 'Mask, The (1994)']","['Game, The (1997)']",[4],['The intricate plot and psychological twists kept me engaged throughout.'],"['Game, The (1997)', 'Jerry Maguire (1996)', 'Toy Story (1995)']"
MultVAE,Prefer,159, I have a preference for classic and iconic films.|  I lean towards a mix of action and drama genres.,자주봄,균형형,탐험형,3,"['Hunt for Red October, The (1990)', ""There's Something About Mary (1998)"", ""Ferris Bueller's Day Off (1986)"", 'Mission: Impossible (1996)']","['Hunt for Red October, The (1990)', ""Ferris Bueller's Day Off (1986)"", 'Mission: Impossible (1996)']","[4, 5, 4]","['The tension and suspense kept me on the edge of my seat.', 'It was a delightful and nostalgic adventure that made me smile throughout.', 'The twists and turns were thrilling, making it an engaging watch.']","['Hunt for Red October, The (1990)', ""There's Something About Mary (1998)"", ""Ferris Bueller's Day Off (1986)"", 'Mission: Impossible (1996)']"
MultVAE,Prefer,160, I have a preference for classic adventure and action films.|  I appreciate heartwarming and nostalgic dramas.,자주봄,독립형,탐험형,1,"['Austin Powers: International Man of Mystery (1997)', 'Pretty Woman (1990)', 'Groundhog Day (1993)', 'While You Were Sleeping (1995)']",['Groundhog Day'],[5],"[""I found it both entertaining and deeply insightful, leaving me with a sense of appreciation for life's moments.""]",[]
MultVAE,Prefer,160, I have a preference for classic adventure and action films.|  I appreciate heartwarming and nostalgic dramas.,자주봄,독립형,탐험형,2,"['Notting Hill (1999)', 'Big Chill, The (1983)', 'Dead Poets Society (1989)', 'Field of Dreams (1989)']","['Big Chill, The', 'Dead Poets Society', 'Field of Dreams']","[4, 5, 4]","['The film beautifully captured the essence of friendship and nostalgia, leaving me reflective.  ', 'This movie inspired me deeply, igniting a passion for seizing the day and pursuing my dreams.  ', 'The blend of fantasy and self-discovery resonated with me, making it a memorable watch.  ']",['Notting Hill (1999)']
MultVAE,Prefer,160, I have a preference for classic adventure and action films.|  I appreciate heartwarming and nostalgic dramas.,자주봄,독립형,탐험형,3,"['Jurassic Park (1993)', 'Romancing the Stone (1984)', 'Moonstruck (1987)', 'Breakfast Club, The (1985)']","['Jurassic Park', 'Romancing the Stone', 'Breakfast Club, The']","[5, 4, 5]","['The thrilling adventure left me on the edge of my seat, completely captivated.  ', 'The blend of adventure and romance was enjoyable, though not as impactful as I hoped.  ', 'The exploration of friendship and self-discovery resonated deeply with me, making it a memorable watch.  ']","['Romancing the Stone (1984)', 'Moonstruck (1987)', 'Breakfast Club, The (1985)']"
MultVAE,Prefer,161, I have a preference for action-packed and thrilling movies.|  I appreciate thought-provoking and intellectually stimulating films.,많이봄,균형형,균형형,1,"['Untouchables, The (1987)', 'My Bodyguard (1980)', 'Do the Right Thing (1989)', 'Pulp Fiction (1994)']","['Untouchables, The (1987)', 'Pulp Fiction (1994)']","[4, 5]","['I found it thrilling and engaging, with a captivating historical context.  ', 'It was a masterful blend of storytelling and character development that left a lasting impression.  ']",['Pulp Fiction (1994)']
MultVAE,Prefer,161, I have a preference for action-packed and thrilling movies.|  I appreciate thought-provoking and intellectually stimulating films.,많이봄,균형형,균형형,2,"['Platoon (1986)', 'Color of Money, The (1986)', 'Sneakers (1992)', 'Player, The (1992)']","['Sneakers (1992)', 'Player, The (1992)']","[4, 5]","['I found the clever plot and engaging characters thrilling and enjoyable.', 'The intense storyline and unexpected twists kept me on the edge of my seat, making it a fantastic watch.']",['Platoon (1986)']
